,customerId,churnPrediction
1031,1352-VHKAJ,No
1032,4145-UQXUQ,Yes
1033,2632-TACXW,No
1034,8146-QQKZH,No
1035,1767-CJKBA,No
1036,6445-TNRXS,No
1037,4581-LNWUM,No
1038,4869-EPIUS,No
1039,9948-YPTDG,No
1040,1236-WFCDV,Yes
1041,1915-OAKWD,No
1042,7296-PIXQY,No
1043,4883-QICIH,No
1044,3354-OADJP,No
1045,3524-WQDSG,No
1046,0810-DHDBD,No
1047,4026-SKKHW,No
1048,2829-HYVZP,No
1049,8329-IBCTI,No
1050,1271-SJBGZ,No
1051,3845-JHAMY,No
1052,7013-PSXHK,No
1053,5669-SRAIP,Yes
1054,5981-ITEMU,No
1055,3486-NPGST,No
1056,6941-PMGEP,Yes
1057,1624-WOIWJ,No
1058,2074-GKOWZ,Yes
1059,0376-YMCJC,No
1060,6100-FJZDG,No
1061,4829-ZLJTK,No
1062,1730-VFMWO,No
1063,7143-BQIBA,No
1064,3800-LYTRK,No
1065,0634-SZPQA,No
1066,9646-NMHXE,No
1067,7030-NJVDP,No
1068,5536-RTPWK,No
1069,8883-GRDWQ,No
1070,6166-ILMNY,Yes
1071,3097-NNSPB,Yes
1072,7771-ZONAT,No
1073,0655-RBDUG,Yes
1074,2111-DWYHN,No
1075,4194-WHFCB,No
1076,4121-AGSIN,No
1077,4361-BKAXE,No
1078,9845-PEEKO,No
1079,0455-XFASS,Yes
1080,0301-KOBTQ,No
1081,1751-NCDLI,Yes
1082,4367-NUYAO,error occurred
1083,9878-TNQGW,Yes
1084,9170-ARBTB,No
1085,4441-NIHPT,No
1086,8999-BOHSE,Yes
1087,7241-AJHFS,No
1088,7029-RPUAV,Yes
1089,4546-FOKWR,No
1090,9036-CSKBW,No
1091,5832-TRLPB,No
1092,8590-YFFQO,No
1093,8659-IOOPU,No
1094,1338-CECEE,No
1095,7439-DKZTW,Yes
1096,4646-QZXTF,No
1097,4607-CHPCA,No
1098,9742-XOKTS,No
1099,6921-OZMFH,No
1100,9578-FOMUK,No
1101,4712-UYOOI,No
1102,8824-RWFXJ,No
1103,7722-CVFXN,No
1104,8717-VCTXJ,No
1105,7363-QTBIW,Yes
1106,4159-NAAIX,No
1107,0971-QIFJK,No
1108,9397-TZSHA,No
1109,3391-JSQEW,No
1110,0343-QLUZP,No
1111,9763-PDTKK,No
1112,2176-LVPNX,No
1113,7627-JKIAZ,No
1114,3312-UUMZW,No
1115,1271-UODNO,No
1116,8461-EFQYM,No
1117,6900-RBKER,No
1118,6891-JPYFF,No
1119,1459-QNFQT,No
1120,1047-NNCBF,No
1121,3696-XRIEN,No
1122,4081-DYXAV,No
1123,0074-HDKDG,No
1124,8791-GFXLZ,No
1125,8111-SLLHI,Yes
1126,0927-LCSMG,No
1127,9330-DHBFL,No
1128,0098-BOWSO,No
1129,3452-ABWRL,No
1130,5859-HZYLF,No
1131,8257-RZAHR,No
1132,5293-WXJAK,Yes
1133,3156-QLHBO,No
1134,2208-NQBCT,No
1135,1779-PWPMG,No
1136,6621-NRZAK,No
1137,0831-JNISG,No
1138,0774-IFUVM,No
1139,3082-WQRVY,No
1140,9553-DLCLU,No
1141,1641-BYBTK,No
1142,2460-NGXBJ,No
1143,2446-ZKVAF,No
1144,0841-NULXI,Yes
1145,3522-CDKHF,No
1146,1430-SFQSA,No
1147,0411-EZJZE,Yes
1148,7851-WZEKY,Yes
1149,8844-TONUD,Yes
1150,8807-ARQET,No
1151,8992-CEUEN,No
1152,4320-QMLLA,No
1153,8777-PVYGU,No
1154,8292-ITGYJ,No
1155,6870-ZWMNX,No
1156,0621-CXBKL,No
1157,5268-DSMNQ,No
1158,5334-JLAXU,No
1159,4086-YQSNZ,Yes
1160,6242-MBHPK,Yes
1161,5868-CZJDR,Yes
1162,9359-UGBTK,No
1163,0135-NMXAP,Yes
1164,4782-OSFXZ,No
1165,6479-OAUSD,No
1166,7129-ACFOG,No
1167,4189-NAKJS,No
1168,5562-BETPV,No
1169,1282-IHQAC,No
1170,9127-FHJBZ,No
1171,6270-OMFIW,No
1172,1641-RQDAY,Yes
1173,0107-WESLM,Yes
1174,6994-ORCWG,No
1175,1346-UFHAX,No
1176,3992-YWPKO,Yes
1177,2933-XEUJM,No
1178,0125-LZQXK,No
1179,5461-QKNTN,No
1180,4835-YSJMR,No
1181,8399-YNDCH,No
1182,3164-YAXFY,No
1183,0887-WBJVH,No
1184,4660-IRIBM,No
1185,5673-FSSMF,Yes
1186,7670-ZBPOQ,No
1187,8089-UZWLX,No
1188,0080-OROZO,No
1189,3916-NRPAP,Yes
1190,6807-SIWJI,No
1191,8221-HVAYI,No
1192,1579-KLYDT,Yes
1193,5232-NXPAY,No
1194,8967-SZQAS,No
1195,4468-KAZHE,No
1196,0455-ENTCR,No
1197,8944-AILEF,No
1198,5542-NKVRU,No
1199,7126-RBHSD,No
1200,5370-IIVVL,No
1201,6789-HJBWG,No
1202,3927-NLNRY,No
1203,9087-EYCPR,No
1204,6791-YBNAK,No
1205,6358-LYNGM,Yes
1206,6077-BDPXA,Yes
1207,0013-MHZWF,No
1208,5494-HECPR,Yes
1209,8268-YDIXR,No
1210,9824-BEMCV,No
1211,1373-ORVIZ,No
1212,4291-SHSBH,Yes
1213,6980-IMXXE,No
1214,9866-QEVEE,No
1215,9897-KXHCM,Yes
1216,0040-HALCW,No
1217,0784-GTUUK,No
1218,7979-CORPM,No
1219,2294-DMMUS,No
1220,0872-JCPIB,No
1221,3055-MJDSB,No
1222,9091-WTUUY,No
1223,1618-CFHME,Yes
1224,3165-HDOEW,Yes
1225,6581-NQCBA,No
1226,7115-IRDHS,No
1227,8496-DMZUK,No
1228,2040-VZIKE,No
1229,9068-VPWQQ,No
1230,0178-SZBHO,No
1231,0384-RVBPI,No
1232,1689-MRZQR,Yes
1233,1299-AURJA,No
1234,4525-VZCZG,No
1235,1543-LLLFT,No
1236,5835-BEQEU,Yes
1237,2788-CJQAQ,No
1238,5565-FILXA,Yes
1239,0319-QZTCO,No
1240,2120-SMPEX,No
1241,0096-FCPUF,No
1242,0668-OGMHD,No
1243,5552-ZNFSJ,Yes
1244,2223-KAGMX,No
1245,6507-ZJSUR,Yes
1246,9408-HRXRK,No
1247,5593-SUAOO,No
1248,7321-PKUYW,Yes
1249,2833-SLKDQ,Yes
1250,6766-HFKLA,No
1251,7595-EUIVN,Yes
1252,7617-EYGLW,No
1253,2026-TGDHM,Yes
1254,9220-ZNKJI,No
1255,4030-VPZBD,Yes
1256,2226-ICFDO,No
1257,0723-VSOBE,No
1258,5529-GIBVH,No
1259,4187-CINZD,No
1260,9992-UJOEL,No
1261,4741-WWJQZ,No
1262,6625-UTXEW,No
1263,6818-WOBHJ,No
1264,6244-BESBM,No
1265,1004-NOZNR,No
1266,1251-STYSZ,No
1267,2612-PHGOX,No
1268,2408-TZMJL,No
1269,8480-PPONV,No
1270,8780-IHCRN,No
1271,4598-ZADCK,No
1272,1257-SXUXQ,No
1273,9681-KYGYB,No
1274,7182-OVLBJ,No
1275,5095-ETBRJ,No
1276,7005-CYUIL,No
1277,4821-WQOYN,No
1278,4730-AWNAU,No
1279,3452-FLHYD,No
1280,2388-LAESQ,No
1281,9531-NSBMR,No
1282,6260-ONULR,Yes
1283,4389-UEFCZ,No
1284,8711-LOBKY,No
1285,9134-CEQMF,Yes
1286,8985-OOPOS,No
1287,8800-ZKRFW,No
1288,2616-FLVQC,No
1289,9968-FFVVH,No
1290,3108-PCCGG,No
1291,7993-PYKOF,No
1292,8390-FESFV,No
1293,3022-BEXHZ,No
1294,5027-XWQHA,No
1295,6248-TKCQV,No
1296,6729-GDNGC,No
1297,6198-ZFIOJ,Yes
1298,5989-OMNJE,No
1299,4566-QVRRW,No
1300,1291-CUOCY,No
1301,9795-SHUHB,No
1302,3230-IUALN,No
1303,0042-RLHYP,No
1304,8519-IMDHU,Yes
1305,4945-RVMTE,No
1306,0201-OAMXR,No
1307,1866-NXPSP,No
1308,3372-KWFBM,Yes
1309,7831-QGOXH,Yes
1310,6393-WRYZE,Yes
1311,3941-XTSKM,No
1312,1661-CZBAU,No
1313,6599-RCLCJ,No
1314,9831-BPFRI,No
1315,5158-RIVOP,No
1316,9788-YTFGE,No
1317,9277-JOOMO,No
1318,1907-YLNYW,No
1319,1725-MIMXW,No
1320,8947-YRTDV,No
1321,3161-ONRWK,No
1322,0114-RSRRW,No
1323,4565-NLZBV,No
1324,0031-PVLZI,No
1325,7206-GZCDC,Yes
1326,6682-VCIXC,No
1327,4791-QRGMF,No
1328,6475-VHUIZ,No
1329,3910-MRQOY,No
1330,0661-WCQNQ,No
1331,7537-RBWEA,Yes
1332,4656-CAURT,No
1333,0121-SNYRK,No
1334,1768-ZAIFU,Yes
1335,4671-LXRDQ,No
1336,3733-LSYCE,Yes
1337,6265-FRMTQ,No
1338,1934-SJVJK,No
1339,3838-OZURD,No
1340,1371-DWPAZ,error occurred
1341,9269-CQOOL,No
1342,2017-CCBLH,No
1343,7690-KPNCU,No
1344,0536-BGFMZ,No
1345,2293-IJWPS,No
1346,2845-HSJCY,Yes
1347,5469-NUJUR,No
1348,1184-PJVDB,Yes
1349,2625-TRCZQ,No
1350,4102-HLENU,No
1351,7266-GSSJX,No
1352,7722-VJRQD,No
1353,7073-QETQY,No
1354,9415-DPEWS,Yes
1355,5624-RYAMH,No
1356,0196-JTUQI,Yes
1357,7130-YXBRO,No
1358,9272-LSVYH,No
1359,7943-RQCHR,Yes
1360,3793-MMFUH,Yes
1361,3249-ZPQRG,Yes
1362,2568-BRGYX,Yes
1363,3084-DOWLE,No
1364,1084-MNSMJ,No
1365,7721-JXEAW,No
1366,7249-WBIYX,Yes
1367,4238-HFHSN,No
1368,6250-CGGUN,No
1369,5478-JJVZK,No
1370,7596-IIWYC,No
1371,6567-HOOPW,Yes
1372,9793-WECQC,No
1373,4291-HPAXL,No
1374,8999-YPYBV,No
1375,1839-FBNFR,No
1376,3164-AALRN,No
1377,3071-MVJCD,No
1378,1697-BCSHV,No
1379,0562-KBDVM,No
1380,1131-SUEKT,No
1381,3717-OEAUQ,No
1382,4538-WNTMJ,No
1383,3334-CTHOL,Yes
1384,4704-ERYFC,No
1385,9432-RUVSL,No
1386,8060-HIWJJ,No
1387,7684-XSZIY,No
1388,9089-UOWJG,No
1389,8621-MNIHH,Yes
1390,8039-ACLPL,No
1391,9885-AIBVB,Yes
1392,1934-MKPXS,No
1393,2592-YKDIF,No
1394,2272-JKMSI,No
1395,0471-LVHGK,No
1396,9518-RWHZL,No
1397,8714-CTZJW,Yes
1398,3569-EDBPQ,No
1399,3131-NWVFJ,No
1400,7521-YXVZY,No
1401,5419-CONWX,Yes
1402,6240-EURKS,No
1403,2373-NTKOD,No
1404,1970-KKFWL,No
1405,6960-HVYXR,Yes
1406,9337-SRRNI,No
1407,0895-UADGO,No
1408,5678-VFNEQ,No
1409,5977-CKHON,No
1410,7024-OHCCK,Yes
1411,2692-BUCFV,No
1412,7861-UVUFT,Yes
1413,1830-GGFNM,No
1414,5302-BDJNT,No
1415,5223-UZAVK,No
1416,4859-ZSRDZ,No
1417,5651-WYIPH,No
1418,9350-VLHMB,No
1419,3498-LZGQZ,No
1420,8785-CJSHH,No
1421,5357-TZHPP,Yes
1422,3870-SPZSI,No
1423,0680-DFNNY,Yes
1424,7560-QRBXH,No
1425,7077-XJMET,No
1426,8752-GHJFU,No
1427,6896-SRVYQ,No
1428,7767-UXAGJ,Yes
1429,4652-ODEVH,No
1430,6510-UPNKS,No
1431,6718-BDGHG,No
1432,9046-DQMTP,No
1433,6439-LAJXL,No
1434,1571-SAVHK,Yes
1435,9052-VKDUW,No
1436,9546-CQJSU,Yes
1437,1666-JZPZT,No
1438,5777-KJIRB,No
1439,0506-LVNGN,Yes
1440,7677-SJJJK,No
1441,2480-EJWYP,No
1442,3253-HKOKL,No
1443,7055-HNEOJ,No
1444,5514-YQENT,No
1445,3211-AAPKX,No
1446,8445-DNBAE,Yes
1447,2951-QOQTK,Yes
1448,2958-NHPPS,No
1449,6806-YDEUL,No
1450,1735-XMJVH,No
1451,6890-PFRQX,No
1452,0222-CNVPT,No
1453,5899-OUVKV,No
1454,8681-ICONS,No
1455,1621-YNCJH,No
1456,3473-XIIIT,Yes
1457,6362-QHAFM,No
1458,7893-IXHRQ,No
1459,3070-BDOQC,No
1460,2952-QAYZF,Yes
1461,6234-PFPXL,No
1462,9824-QCJPK,No
1463,4763-PGDPO,Yes
1464,4283-IVYCI,No
1465,1866-OBPNR,Yes
1466,8205-MQUGY,No
1467,8970-ANWXO,No
1468,9480-BQJEI,No
1469,5394-SVGJV,No
1470,6979-TNDEU,No
1471,9777-WJJPR,No
1472,9283-LZQOH,No
1473,7079-QRCBC,Yes
1474,9495-SKLKD,No
1475,6048-UWKAL,No
1476,5067-DGXLL,No
1477,5469-CTCWN,No
1478,9851-QXEEQ,Yes
1479,6281-FKEWS,No
1480,8898-KASCD,No
1481,9242-TKFSV,No
1482,9290-SHCMB,Yes
1483,0743-HNPFG,No
1484,2277-BKJKN,No
1485,9809-IMGCQ,Yes
1486,5208-HFSBT,No
1487,5035-PGZXH,No
1488,8695-WDYEA,Yes
1489,6543-JXSOO,No
1490,8016-ZMGMO,No
1491,8605-ITULD,No
1492,3254-YRILK,Yes
1493,6416-YJTTB,No
1494,2667-WYLWJ,No
1495,4472-VESGY,No
1496,3195-TQDZX,No
1497,3128-YOVTD,No
1498,0529-ONKER,Yes
1499,1728-CXQBE,No
1500,7041-TXQJH,No
1501,5014-GSOUQ,No
1502,5724-BIDBU,No
1503,0481-SUMCB,No
1504,1769-GRUIK,No
1505,5240-IJOQT,Yes
1506,8819-WFGGJ,No
1507,7427-AUFPY,No
1508,2811-POVEX,No
1509,1092-GANHU,Yes
1510,7898-PDWQE,No
1511,9972-EWRJS,No
1512,9314-IJWSQ,Yes
1513,0661-XEYAN,Yes
1514,5799-JRCZO,No
1515,1921-KYSAY,No
1516,6198-RTPMF,Yes
1517,2924-KHUVI,No
1518,1925-GMVBW,No
1519,7881-EVUAD,No
1520,6184-DYUOB,No
1521,9207-ZPANB,No
1522,5766-XQXMQ,No
1523,9327-QSDED,No
1524,1656-DRSMG,No
1525,3012-VFFMN,No
1526,2984-AFWNC,Yes
1527,0640-YJTPY,No
1528,8096-LOIST,No
1529,9764-REAFF,No
1530,3703-VAVCL,Yes
1531,7107-UBYKY,No
1532,4881-GQJTW,No
1533,8519-QJGJD,Yes
1534,7876-DNYAP,No
1535,7905-NJMXS,No
1536,2882-WDTBA,No
1537,2091-GPPIQ,No
1538,6326-MTTXK,Yes
1539,5071-FBJFS,No
1540,2796-UUZZO,No
1541,2429-AYKKO,No
1542,9798-OPFEM,No
1543,0330-IVZHA,Yes
1544,3794-NFNCH,No
1545,5193-QLVZB,No
1546,7114-AEOZE,No
1547,2886-KEFUM,No
1548,5522-NYKPB,No
1549,4237-RLAQD,Yes
1550,9957-YODKZ,Yes
1551,6518-KZXCB,No
1552,2245-ADZFJ,No
1553,7776-QGYJC,No
1554,9313-QOLTZ,No
1555,9651-GTSAQ,No
1556,3186-BAXNB,Yes
1557,4672-FOTSD,No
1558,0637-YLETY,Yes
1559,9818-XQCUV,No
1560,7338-ERIVA,No
1561,1157-BQCUW,Yes
1562,8259-NFJTV,No
1563,3223-DWFIO,Yes
1564,2660-EMUBI,Yes
1565,6968-GMKPR,No
1566,4751-ERMAN,No
1567,1436-ZMJAN,No
1568,3292-PBZEJ,Yes
1569,0799-DDIHE,No
1570,3070-FNFZQ,No
1571,2812-SFXMJ,Yes
1572,7675-OZCZG,Yes
1573,5014-WUQMG,No
1574,5312-TSZVC,No
1575,2003-CKLOR,No
1576,0993-OSGPT,No
1577,9254-RBFON,No
1578,1205-WNWPJ,No
1579,9391-EOYLI,Yes
1580,7108-DGVUU,No
1581,2782-JEEBU,No
1582,5127-BZENZ,No
1583,2720-FVBQP,No
1584,9906-NHHVC,No
1585,4522-XRWWI,No
1586,3766-EJLFL,No
1587,5939-SXWHM,No
1588,8152-UOBNY,No
1589,7351-KYHQH,No
1590,7643-RCHXS,No
1591,8246-SHFGA,No
1592,8387-MOJJT,No
1593,0620-XEFWH,No
1594,6485-QXWWE,No
1595,2761-OCIAX,Yes
1596,7321-VGNKU,Yes
1597,5327-CNLUQ,No
1598,7552-KEYGT,No
1599,5816-JMLGY,No
1600,3068-OMWZA,Yes
1601,2927-QRRQV,No
1602,6032-KRXXO,Yes
1603,7459-RRWQZ,No
1604,6265-SXWBU,No
1605,7941-RCJOW,No
1606,6374-NTQLP,No
1607,4154-AQUGT,No
1608,2387-KDZQY,No
1609,3584-WKTTW,No
1610,3399-BMLVW,No
1611,1971-DTCZB,No
1612,3092-IGHWF,No
1613,3374-PZLXD,No
1614,3813-DHBBB,No
1615,2812-REYAT,No
1616,6518-PPLMZ,No
1617,4939-KYYPY,No
1618,8017-LXHFA,Yes
1619,5930-GBIWP,No
1620,6022-KOUQO,Yes
1621,6352-TWCAU,Yes
1622,2361-UPSND,No
1623,6035-RIIOM,No
1624,2929-QNSRW,No
1625,1262-OPMFY,No
1626,9504-DSHWM,No
1627,5035-BVCXS,No
1628,6267-DCFFZ,Yes
1629,3533-UVMOM,No
1630,2439-LYPMQ,Yes
1631,4248-QPAVC,No
1632,1899-VXWXM,No
1633,1478-VPOAD,Yes
1634,9995-HOTOH,No
1635,2988-PLAHS,No
1636,1371-OJCEK,No
1637,4999-IEZLT,No
1638,8883-ANODQ,No
1639,4690-LLKUA,No
1640,2351-RRBUE,No
1641,5980-BDHPY,No
1642,1498-DQNRX,No
1643,9469-WEJBT,No
1644,3331-HQDTW,No
1645,9490-DFPMD,No
1646,2581-VKIRT,No
1647,5442-XSDCW,Yes
1648,7426-WEIJX,No
1649,2851-MMUTZ,No
1650,3049-NDXFL,Yes
1651,8580-AECUZ,Yes
1652,3307-TLCUD,No
1653,6625-FLENO,No
1654,2967-MXRAV,No
1655,7963-GQRMY,No
1656,8189-HBVRW,No
1657,4163-KIUHY,No
1658,1228-FZFRV,No
1659,3500-NSDOA,No
1660,1171-TYKUR,No
1661,3761-FLYZI,No
1662,2058-DCJBE,Yes
1663,5364-XYIRR,No
1664,4829-AUOAX,No
1665,1219-NNDDO,Yes
1666,8388-DMKAE,No
1667,4403-BWPAY,No
1668,9659-QEQSY,No
1669,5405-ZMYXQ,Yes
1670,5047-LHVLY,Yes
1671,1442-OKRJE,No
1672,4737-AQCPU,No
1673,9158-VCTQB,No
1674,2808-CHTDM,No
1675,6311-UEUME,Yes
1676,0793-TWELN,No
1677,3283-WCWXT,No
1678,1060-ENTOF,No
1679,0999-QXNSA,No
1680,5451-MHQOF,No
1681,4836-WNFNO,No
1682,9225-BZLNZ,No
1683,0354-VXMJC,No
1684,4422-QVIJA,No
1685,9365-SRSZE,No
1686,6839-ITVZJ,No
1687,8332-OSJDW,No
1688,4735-BJKOU,No
1689,0274-JKUJR,No
1690,5740-YHGTW,No
1691,8917-SZTTJ,No
1692,1696-MZVAU,No
1693,7359-WWYJV,No
1694,0375-HVGXO,Yes
1695,4906-ZHGPK,No
1696,8593-WHYHV,Yes
1697,3795-GWTRD,No
1698,1298-PHBTI,No
1699,6223-DHJGV,No
1700,6961-MJKBO,No
1701,6097-EQISJ,No
1702,4423-YLHDV,No
1703,8158-WPEZG,No
1704,0107-YHINA,Yes
1705,4918-FYJNT,No
1706,0727-BNRLG,No
1707,4854-CIDCF,Yes
1708,8640-SDGKB,No
1709,3280-MRDOF,No
1710,6435-SRWBJ,Yes
1711,9964-WBQDJ,No
1712,6303-KFWSL,No
1713,1702-CCFNJ,No
1714,8932-CZHRQ,No
1715,0386-CWRGM,No
1716,5515-RUGKN,No
1717,0404-AHASP,No
1718,7279-NMVJC,No
1719,2081-VEYEH,Yes
1720,6407-UTSLV,Yes
1721,4116-TZAQJ,No
1722,9060-HJJRW,No
1723,2587-YNLES,No
1724,7398-SKNQZ,Yes
1725,5935-FCCNB,Yes
1726,1958-RNRKS,No
1727,5136-RGMZO,No
1728,8345-MVDYC,No
1729,8226-BXGES,No
1730,3877-JRJIP,Yes
1731,8375-DKEBR,Yes
1732,9705-IOVQQ,No
1733,1015-OWJKI,No
1734,7511-YMXVQ,Yes
1735,2040-XBAVJ,No
1736,7551-JOHTI,No
1737,8887-IPQNC,No
1738,8646-JCOMS,No
1739,9804-ICWBG,Yes
1740,1222-KJNZD,No
1741,0106-GHRQR,No
1742,5318-IXUZF,Yes
1743,3768-VHXQO,No
1744,8952-WCVCD,No
1745,2418-TPEUN,No
1746,3963-RYFNS,No
1747,3198-VELRD,Yes
1748,8540-ZQGEA,No
1749,1320-REHCS,No
1750,4137-JOPHL,No
1751,9436-ZBZCT,Yes
1752,7801-CEDNV,No
1753,2057-BOYKM,No
1754,3658-QQJYD,No
1755,1803-BGNBD,No
1756,0134-XWXCE,No
1757,6950-TWMYB,No
1758,5848-FHRFC,No
1759,2243-FNMMI,No
1760,2511-MORQY,No
1761,5356-KZCKT,No
1762,9470-XCCEM,No
1763,6519-CFDBX,Yes
1764,3902-MIVLE,No
1765,0409-WTMPL,No
1766,8763-KIAFH,No
1767,3669-WHAFY,No
1768,3055-VTCGS,No
1769,3144-KMTWZ,No
1770,7279-BUYWN,No
1771,7156-MHUGY,Yes
1772,7198-GLXTC,Yes
1773,2007-QVGAW,No
1774,5207-PLSTK,No
1775,2307-FYNNL,No
1776,5605-XNWEN,No
1777,2155-AMQRX,No
1778,6181-AXXYF,No
1779,5091-HFAZW,Yes
1780,0516-VRYBW,No
1781,2519-LBNQL,No
1782,8623-ULFNQ,No
1783,8380-PEFPE,Yes
1784,5687-DKDTV,No
1785,1568-LJSZU,No
1786,7530-HDYDS,No
1787,7789-HKSBS,No
1788,7416-CKTEP,No
1789,2586-CWXVV,No
1790,3096-IZETN,Yes
1791,2348-KCJLT,No
1792,8401-EMUWF,No
1793,4193-IBKSW,No
1794,5377-NDTOU,No
1795,5922-ABDVO,Yes
1796,2474-LCNUE,No
1797,0839-QNXME,No
1798,3506-OVLKD,No
1799,9172-ANCRX,Yes
1800,6650-VJONK,Yes
1801,2178-PMGCJ,No
1802,7492-TAFJD,No
1803,2773-MADBQ,No
1804,6016-LVTJQ,No
1805,7860-KSUGX,No
1806,8966-KZXXA,No
1807,6910-HADCM,Yes
1808,4816-LXZYW,Yes
1809,9606-PBKBQ,Yes
1810,5149-QYTTU,No
1811,2070-XYMFH,No
1812,2085-BOJKI,No
1813,0817-HSUSE,Yes
1814,5442-PPTJY,No
1815,1927-QEWMY,No
1816,1663-MHLHE,No
1817,5663-QBGIS,No
1818,4450-MDZFX,No
1819,6701-DHKWQ,No
1820,7554-AKDQF,No
1821,3536-IQCTX,Yes
1822,4911-BANWH,No
1823,8496-EJAUI,No
1824,0794-YVSGE,No
1825,5423-BHIXO,No
1826,6908-VVYHM,No
1827,2959-EEXWB,No
1828,1839-UMACK,No
1829,3030-YDNRM,Yes
1830,7321-KKSDU,No
1831,3402-XRIUO,No
1832,3132-TVFDZ,No
1833,8286-AFUYI,Yes
1834,8080-DDEMJ,Yes
1835,8356-WUAOJ,Yes
1836,6365-MTGZX,No
1837,1349-WXNGG,No
1838,8058-DMYRU,No
1839,9350-ZXYJC,No
1840,6990-YNRIO,No
1841,8958-JPTRR,No
1842,6959-GQEGV,No
1843,3173-WSSUE,No
1844,1265-HVPZB,No
1845,4115-UMJFQ,No
1846,7369-TRPFD,No
1847,1098-KFQEC,No
1848,7190-XHTWJ,No
1849,0621-TWIEM,No
1850,3537-RYBHH,No
1851,2485-ITVKB,Yes
1852,3669-OYSJI,Yes
1853,1612-EOHDH,Yes
1854,6702-OHFWR,Yes
1855,5296-BFCYD,No
1856,4510-PYUSH,No
1857,9359-JANWS,No
1858,7517-SAWMO,No
1859,4143-HHPMK,No
1860,3279-DYZQM,No
1861,7054-LGEQW,Yes
1862,0523-VNGTF,No
1863,9575-IWCAZ,No
1864,7105-MXJLL,No
1865,7064-FRRSW,No
1866,7940-UQQUG,No
1867,0923-PNFUB,Yes
1868,3961-SXAXY,Yes
1869,7010-BRBUU,No
1870,3566-HJGPK,Yes
1871,3062-ICYZQ,No
1872,9938-PRCVK,No
1873,0973-KYVNF,No
1874,5129-HHMZC,No
1875,9637-CDTKZ,No
1876,3946-JEWRQ,No
1877,7873-CVMAW,No
1878,0463-WZZKO,No
1879,3494-JCHRQ,Yes
1880,6474-FVJLC,Yes
1881,4524-QCSSM,No
1882,5832-EXGTT,No
1883,8840-DQLGN,No
1884,2039-JONDJ,No
1885,7217-JYHOQ,No
1886,6695-FRVEC,No
1887,4547-LYTDD,Yes
1888,9894-QMIMJ,No
1889,8069-YQQAJ,No
1890,6770-XUAGN,No
1891,4193-ORFCL,Yes
1892,1636-NTNCO,No
1893,3466-WAESX,No
1894,9281-PKKZE,No
1895,3638-VBZTA,No
1896,7459-IMVYU,No
1897,7776-QWNFX,No
1898,6689-TCZHQ,Yes
1899,8563-OYMQY,No
1900,0754-EEBDC,No
1901,5777-ZPQNC,No
1902,1951-IEYXM,No
1903,3318-NMQXL,Yes
1904,3143-ILDAL,No
1905,1022-RKXDR,No
1906,2361-FJWNO,No
1907,2272-UOINI,No
1908,8232-UTFOZ,No
1909,3750-YHRYO,No
1910,6637-KYRCV,No
1911,5668-MEISB,No
1912,0129-QMPDR,No
1913,7188-CBBBA,No
1914,5356-CSVSQ,Yes
1915,3221-CJMSG,No
1916,4720-VSTSI,No
1917,3219-JQRSL,No
1918,2801-NISEI,No
1919,3946-MHCZW,Yes
1920,4623-ZKHLY,No
1921,6732-VAILE,No
1922,8201-AAXCB,No
1923,7696-CFTAT,No
1924,1845-CSBRZ,No
1925,2123-VSCOT,No
1926,6651-AZVTJ,Yes
1927,4566-GOLUK,No
1928,2484-DGXPZ,No
1929,2018-QKYGT,Yes
1930,2792-VPPET,No
1931,7409-JURKQ,No
1932,3247-MHJKM,No
1933,1964-SVLEA,No
1934,4587-NUKOX,No
1935,7297-DVYGA,No
1936,2239-CGBUZ,No
1937,0854-UYHZD,No
1938,7243-LCGGZ,No
1939,8267-KFGYD,No
1940,4890-VMUAV,No
1941,9261-WDCAF,No
1942,3764-MNMOI,No
1943,7442-YGZFK,Yes
1944,0420-BWTPW,No
1945,8229-BUJHX,No
1946,7449-HVPIV,No
1947,5504-WSIUR,No
1948,8183-ONMXC,Yes
1949,8466-PZBLH,No
1950,9614-RMGHA,No
1951,8735-IJJEG,No
1952,0564-MUUQK,No
1953,5054-IEXZT,Yes
1954,5834-ASPWA,Yes
1955,0701-RFGFI,No
1956,0019-EFAEP,No
1957,5619-PTMIK,No
1958,3737-XBQDD,No
1959,5882-CMAZQ,No
1960,5846-QFDFI,No
1961,4445-KWOKW,No
1962,3511-APPBJ,No
1963,7967-HYCDE,No
1964,2430-RRYUW,No
1965,3948-XHGNA,No
1966,3723-BFBGR,No
1967,0565-IYCGT,No
1968,5447-WZAFP,No
1969,5110-CHOPY,No
1970,5445-UTODQ,Yes
1971,4425-OWHWB,No
1972,7892-QVYKW,Yes
1973,9675-ICXCT,No
1974,1024-VRZHF,Yes
1975,4703-MQYKT,No
1976,9497-QCMMS,Yes
1977,5692-ICXLW,Yes
1978,0602-DDUML,No
1979,2208-MPXIO,No
1980,1960-UYCNN,Yes
1981,0348-SDKOL,No
1982,3190-FZATL,No
1983,7336-RLLRH,No
1984,4373-MAVJG,Yes
1985,8901-HJXTF,No
1986,7710-JSYOA,No
1987,5419-KLXBN,No
1988,3424-NMNBO,No
1989,9885-MFVSU,No
1990,4514-GFCFI,Yes
1991,0607-MVMGC,No
1992,3365-SAIGS,Yes
1993,9828-AOQLM,Yes
1994,8022-BECSI,No
1995,8000-REIQB,Yes
1996,9993-LHIEB,No
